datelementid,uid,name,formname,valuetype,categorycomboid,uid,name,categoryoptioncomboid,uid,name,HMIS-CODE,HMIS-NAME,UPHMIS-DHIS2-NAME
9471,sH3Ao1QpqGC,IUCD Kit,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a215,Number of intrauterine contraceptive device (IUCD) kit  is available at the facility by the end of reporting month or not.,IUCD Kit_
9506,aj5dHwJ4Wxn,NSV Kit,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a216,Number of No-Scalpel Vasectomy (NSV) kit  is available at the facility by the end of reporting month or not.,NSV Kit_
9507,U6hV9I044rp,Laparoscopic sterilization kit,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a217,Number of Laparoscopic sterilization kit is available at the facility by the end of reporting month or not.,Laparoscopic sterilization kit_
9508,JQHaLQneI6E,Minilap Kit,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a218,Number of MiniLap kit is available at the facility by the end of reporting month or not.,Minilap Kit_
1630857,UWlypzWwRRo,Syphilis testing kit,Syphilis testing kit,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a219,Whether Syphilis testing kit is available at the facility by the end of reporting month or not.,Syphilis testing kit_
1631531,B4Zwu0cu7ml,PPIUCD/Kelly's forceps(logistics),,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a220,Whether PPIUCD / Kelly's  forceps is available at the facility by the end of reporting month or not.,PPIUCD/Kelly's forceps(logistics)_
9030,UtqE9fE4gGz,Thermometer,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a221,Whether thermometer is available at the facility by the end of reporting month or not.,Thermometer_
1630863,Nsh49Rvql4Y,Wall mount thermometer,Wall mount thermometer,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a222,Whether wall mount thermometer is available at the facility by the end of reporting month or not.,Wall mount thermometer _
9001,KHca3Tb5hxN,Fetoscope/Doppler,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a223,Whether fetoscope/doppler is available at the facility by the end of reporting month or not.,Fetoscope/Doppler_
9001,KHca3Tb5hxN,Fetoscope/Doppler,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a224,Whether autoclave/boiler is available at the facility by the end of reporting month or not.,autoclave/boiler _
9034,TttI5gKKFZX,Running water,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a225,Whether running water is available at the facility/labour room by the end of reporting month or not.,Running water_
9002,NL5uwO7uaDu,Soaps,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a226,Whether soap is available at the facility by the end of the reporting month.,Soaps_
1630947,OPtQID3n6q4,Colour coded bins and bags (red/black) in sufficient quantity,Colour coded bins and bags (red/black) in sufficient quntity,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a227,Whether colour coded bins and bags (red/black) in sufficient quantiy available at the facility by the end of the reporting month or not.,Colour coded bins and bags (red/black) in sufficient quantity_
9035,dNBY2f3GAAC,Electricity power backup-Generators,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a228,Whether electricity power back-up & generator are available at the facility by the end of the reporting month or not.,Electricity power backup-Generators_
9477,i2nHHfoJEXT,Electricity power backup-Invertors,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a229,Whether electricity power back-up & invertors are available at the facility by the end of the reporting month or not.,Electricity power backup-Invertors_
1630987,yWessmUbp6t,Labor Room with attached toiletÂ ,Labor room with attached toiletÃ¦,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a230,Whether labor room is attached with toilet in the facility or not.,Labor Room with attached toiletÂ _
1630948,I8kcHLNAFSq,MCP cards in sufficient quantity,MCP cards available in sufficient quantityÃ¦(Yes/No),BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a231,Whether MCP cards are available in sufficent quantity at the facility or not by the end of the reporting month.,MCP cards in sufficient quantity_
1631000,cPlh1x2hCFN,Case sheet in sufficient quantity(DP),Case sheet in sufficient quantity (only for DP),BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a232,Whether case sheets are available in sufficent quantity at the facility by the end of the reporting month  or not.,Case sheet in sufficient quantity(DP)_
1630950,GfKmq5Qppb0,Functional safety pins available,Functional safety pits available  (Yes/NO),BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a233,Whether functional safety pit is available at the facility by the end of the reporting month or not.,Functional safety pins available_
1630848,WdPno4roV7Y,Supervisory visit format for RI,Supervisory visit format for RI,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a234,Whether supervisory visit format for routine immunization is available at the facility by the end of the reporting month or not.,Supervisory visit format for RI _
1631538,kEEWSVLUewk,X-ray machine(func. equipment),,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a235,Whether X-ray machine is available at the facility or not by the end of the reporting month or not.,X-ray machine(func. equipment)_
9040,An7PEdp2MAu,USG Machines,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a236,Whether USG machine is available at the facility by the end of the reporting month or not.,USG Machines_
9047,CEJXNlL80lJ,CT Scan Machines,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a237,Whether CT scan machine is available at the facility by the end of the reporting month or not.,CT Scan Machines_
9048,JlJqsQSRfZn,MRI Machine,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a238,Whether Magnetic resonance imaging (MRI) machine is available at the facility by the end of the reporting month or not.,MRI Machine_
9049,ncsIx6NmKvu,TMT Machines,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a239,Whether Tread Mill Test (TMT)  machine is available at the facility by the end of the reporting month or not.,TMT Machines_
9050,sZ2bZqlftTQ,ECG Machine,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a240,Whether Electrocardiography (ECG)  machine is available at the facility by the end of the reporting month or not.,ECG Machine_
9051,g4YJVqDygZX,Dialysis Machine,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a241,Whether dialysis machine is available at the facility by the end of the reporting month or not.,Dialysis Machine_
9041,sTRDWMPi9ab,Boyles Trolleys,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a242,Whether Boyles trolleys is available at the facility by the end of the reporting month or not.,Boyles Trolleys_
9042,Crmd8DjBNJm,Pulse Oximeter,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a243,Whether pulse oximeter is available at the facility by the end of the reporting month or not.,Pulse Oximeter_
9043,bo9LV6lwn3u,Semi Auto Analyser,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a244,Whether semi auto analyser is available at the facility by the end of the reporting month or not.,Semi Auto Analyser_
9044,R6MtrPla0GL,Computers,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a245,Whether computer is available at the facility by the end of the reporting month or not.,Computers_
9046,JitMfmPr2A4,Generator,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a246,Whether generator is available at the facility by the end of the reporting month or not.,Generator_
1630951,ZP8YY3KiZW2,Functional blood bank unit,Functional blood bank unit,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a247,Whether functional blood bank unit is available at the facility by the end of the reporting month or not.,Functional blood bank unit_
9052,wNC9HYf7TWQ,Blood Bank Refrigerator,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a248,Whether blood bank refrigerator is available at the facility by the end of the reporting month or not.,Blood Bank Refrigerator_
9083,QNm9lJKlPMd,Beds available in facility,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a249,Number of beds avialbale in In-patient door (IPD) during the reporting month in the facility.,Beds available in facility_
1630952,swxCBB2ZscI,OPD new cases only,OPD new cases only,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a250,Number of new cases visited in the OPD during the reporting month.,OPD new cases only_
1630953,JBhanU6lhzG,Lab test done for OPD cases,Lab test done for OPD cases,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a251,Total lab test done for OPD cases only during the reporting month.,Lab test done for OPD cases_
1630954,wyY6Zd0zdnw,"Lab test done for IPD,LR,OT cases","Lab test done for IPD,LR,OT cases",INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a252,"Total lab test done for cases from in-patient door, labour room and operation theator during reporting month. ","Lab test done for IPD,LR,OT cases_"
1630955,EwM2UwlHBZE,Surgeries conducted at night,Surgeries conducted at night,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a253,Total number of surgeries conducted at night during the reporting month.,Surgeries conducted at night_
1630956,aTLrghnXIKU,Patient managed at emergency,Patients managed at emergency,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a254,Total number of patients managed at emergency in the hosptial during the reporting month.,Patient managed at emergency_
1630957,Bv6CHPiKZNe,Deaths occurred at emergency department,Deaths occurred at emergency department,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a255,Number of deaths occurred at emergency department in the facility during the reporting month.,Deaths occurred at emergency department_
1630960,xDjPR6X2iSQ,X-rays conducted at night,X-rays conducted at night,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a256,Number of X-ray conducted at night in the facility during the reporting month.,X-rays conducted at night_
9110,UacCvhYNZAL,CT scan investigations conducted,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a257,Number of CT scan investigations  conducted at the facility during reporting month.,CT scan investigations conducted_
9086,S3jFh5jPK6f,Plasters at facility,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a258,Number of plasters done at facility during the reporting month.,Plasters at facility_
9111,OFyb76soUxB,Post-mortems conducted at day,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a259,Number of post-mortem done in the day in the facility during the reporting month.,Post-mortems conducted at day_
9112,gCTXhFYIIkD,Post-mortems conducted at night,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a260,Number of post-mortem done at night in the facility during the reporting month.,Post-mortems conducted at night _
9113,PZfZeLlJFfo,Medico Legal cases,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a261,Number of medico legal cases reported during the reporting month.,Medico Legal cases _
9114,FXFj5QTMr8I,ECGs conducted,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a262,Number of electrocardiogram (ECG) tests performed in the facility during the reporting month.,ECGs conducted_
9115,LWff6Di96Tr,Dialysis conducted,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a263,Number of times dialysis given in the facility during the reoprotng month.,Dialysis conducted_
9116,UfPcIG0EVFe,EMGs conducted,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a264,Number of electromyography performed in the facility during the reporting month.,EMGs conducted_
9117,VWRtXgImtp3,Endoscopy conducted,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a265,Number of Endoscopy performed in the facility during the reporting month.,Endoscopy conducted_
9118,c7b8vnC5tM8,Cystoscopy conducted,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a266,Number of Cystoscopy performed in the facility during the reporting month.,Cystoscopy conducted_
9094,K81pds4OE28,Surgeons not conducted any surgery during the month,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a267,Number of surgeons who did not conduct any surgery during the reporting month.,Surgeons not conducted any surgery during the month_
1630891,sNqvJFIliYY,Pregnant women visited for ANC check up,Pregnant women visited for ANC check up,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a268,Number of pregnant women visited the facility/VHND for ANC check up during the reporting month.,Pregnant women visited for ANC check up_
1630762,i4FPzOZoySP,PW ANC examination,Pregnant women examined,INTEGER,1626287,VYfBQffHbCU,ANC examination,1626290,B6SZw6rCwqH,Weight, a269,Number of pregnant women wighted during ANC examinaiton by the end of the reporting month.,PW ANC examination_Weight
1630762,i4FPzOZoySP,PW ANC examination,Pregnant women examined,INTEGER,1626287,VYfBQffHbCU,ANC examination,1626288,Jrg2sxz2fFR,BP, a270,Number of pregnant women measured for blood pressure during ANC examination by the end of the reporting month.,PW ANC examination_BP
1630762,i4FPzOZoySP,PW ANC examination,Pregnant women examined,INTEGER,1626287,VYfBQffHbCU,ANC examination,1626291,Gv4pdY5V5fu,Per abdomen, a271,Number of pregnant women whose abdominal check up was performed during the reporting month.,PW ANC examination_Per abdomen
1630762,i4FPzOZoySP,PW ANC examination,Pregnant women examined,INTEGER,1626287,VYfBQffHbCU,ANC examination,1626292,hMN1O0SavJz,Blood group, a272,Number of pregnant women whose blood group test was performed during the reporting month.,PW ANC examination_Blood group
1630762,i4FPzOZoySP,PW ANC examination,Pregnant women examined,INTEGER,1626287,VYfBQffHbCU,ANC examination,1626289,N2WiGW4eJMI,Urine albumin, a273,Number of pregnant women whose urine albumin test was conducted during the reporting month.,PW ANC examination_Urine albumin
1631005,M4jMsw6ehVb,New PW identified as HRP(age 35+),New pregnant women identified as HRP(age 35+),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a274,Number of pregnant women with age 35+  found by the end of the reporting month.,New PW identified as HRP(age 35+)_
1631007,EPtScshUrd9,New PW identified as HRP(previous history with any complication),New pregnant women identified as HRP(previous history with any complication),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a275,Number of high risk pregnant women with previous history of any complication by the end of the reporting month.,New PW identified as HRP(previous history with any complication)_
1631008,PANZB1dwXFU,New PW identified as HRP(any others),New pregnant women identified as HRP(any others),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a276,Number of high risk pregnant women with any other reason by the end of the reporting month.,New PW identified as HRP(any others)_
1633482,HOxRJ4d3BDN,HRP (Referal and followup),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a277,Number of high risk pregnant women referred and followed up by the end of the reporting month.,HRP (Referal and followup)_
1630879,UOmSMIRUPvY,PW Hb<7 gm received iron sucrose,Pregnant women Hb<7 gm received iron sucrose,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a278,Number of pregnant women with Hb<7 gm received iron sucrose by the end of the reporting month.,PW Hb<7 gm received iron sucrose_
1630858,gfV9aYLPZud,ANC screen for Thalassemia,ANC screen for Thalassemia,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a279,Number of pregnant women screened for Thalassemia during the reporting month.,ANC screen for Thalassemia_
1630859,mA8uILkRRpk,Rh (-) ve PW received inj. Anti D,Rh (-) ve pregnant women received inj. Anti D,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a280,Number of rh (-) ve pregnant women received inj. Anti D by the end of the reporting month.,Rh (-) ve PW received inj. Anti D _
9055,LuSMteVfcW7,Pregnant women delivered before 37 weeks of pregnancy,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a281,Number of pregnant women delivered before 37 weeks of pregnancy by the end of the reporting month.,Pregnant women delivered before 37 weeks of pregnancy_
1630881,Tq1atrYXpaD,PW with true labour pain before 34 weeks of pregnancy,Pregnant women with true labour pain before 34 weeks of pregnancy,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a282,Number of pregnant women with true labour pain before 34 weeks of pregnancy.,PW with true labour pain before 34 weeks of pregnancy_
1630882,S4jwJw7C9Od,Case sheet filled for deliveries conducted at the  facility,Case sheet filled for deliveries conducted at the  facility,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a283,Number of case sheets filled for deliveries counducted at the facility during the reporting month.,Case sheet filled for deliveries conducted at the  facility_
9466,SOp9B3kGaLK,Pregnant women in last trimester By ASHA,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a284,Number of pregnant women contacted by ASHA in the last trimester during the reporting month.,Pregnant women in last trimester By ASHA_
1635577,dVHjkj0SlBc,PW birth plan 3rd trimester,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a285,Number of pregnant women whose  birth plan have been prepared and reviewed during third trimester of pregnancy by the end of the reporting month.,PW birth plan 3rd trimester_
1635578,xbhX68w2eui,Full ANC check up,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a286,Number of pregnant women received full ANC check-ups by the end of the reporting month.,Full ANC check up_
1630760,xES1QqIhNwi,Arrived  in the facility,Arrived  in the facility,INTEGER,1625604,hjBVFAUMU2J,Pregnant women status,1625605,bSJHzTzrEzE,In labour, a287,Number of pregnant women arrived in the facility (In labour) during the reporting month.,Arrived  in the facility _In labour
1630755,ZJZI58sLTrO,PW referred from SC,PW referred from SC,INTEGER,1625604,hjBVFAUMU2J,Pregnant women status,1625605,bSJHzTzrEzE,In labour, a288,Number of pregnant women referred from sub-center during the reporting month.(in labour) ,PW referred from SC_In labour
1630755,ZJZI58sLTrO,PW referred from SC,PW referred from SC,INTEGER,1625604,hjBVFAUMU2J,Pregnant women status,1625605,bSJHzTzrEzE,In labour, a289,Number of pregnant women referred from primary health center during the reporting (in labour) month.,PW referred from SC_In labour
1631543,DZp1RH4PFh2,Referred from CHC,,INTEGER,1625604,hjBVFAUMU2J,Pregnant women status,1625605,bSJHzTzrEzE,In labour, a290,Number of pregnant women referred from community health center (CHC) during the reporting month.(in labour) ,Referred from CHC_In labour
1630757,gfNTKLFgIfi,PW referred from Private,PW referred from Private,INTEGER,1625604,hjBVFAUMU2J,Pregnant women status,1625605,bSJHzTzrEzE,In labour, a291,Number of pregnant women referred from private facility during the reporting month.,PW referred from Private_In labour
1630758,sDsHBT0yvCS,"PW referred from Others (other public hospitals, AWW, ASHA etc.)","PW referred from Others (other public hospitals, AWW, ASHA etc.)",INTEGER,1625604,hjBVFAUMU2J,Pregnant women status,1625605,bSJHzTzrEzE,In labour, a292,"Number of pregnant women referred from others public hospitals, AWW and ASHA during the reporting month.(in labour) ","PW referred from Others (other public hospitals, AWW, ASHA etc.)_In labour"
1630761,X34MgeDzNen,Admitted in the facility,Admitted in the facility,INTEGER,1625604,hjBVFAUMU2J,Pregnant women status,1625605,bSJHzTzrEzE,In labour, a293,Number of pregnant women admitted in the facility during the reporting month.(in labour) ,Admitted in the facility _In labour
1630760,xES1QqIhNwi,Arrived  in the facility,Arrived  in the facility,INTEGER,1625604,hjBVFAUMU2J,Pregnant women status,1625606,QWEAElNZzwp,Not in labour, a294,Number of pregnant women arrived in the facility (not In labour),Arrived  in the facility _Not in labour
1630755,ZJZI58sLTrO,PW referred from SC,PW referred from SC,INTEGER,1625604,hjBVFAUMU2J,Pregnant women status,1625606,QWEAElNZzwp,Not in labour, a295,Number of pregnant women referred from sub-center during the reporting month.(not In labour),PW referred from SC_Not in labour
1630756,sZ7liKp1pRg,PW referred from PHC,PW referred from PHC,INTEGER,1625604,hjBVFAUMU2J,Pregnant women status,1625606,QWEAElNZzwp,Not in labour, a296,Numbe r of pregnant women referred from primary health center during the reporting month.,PW referred from PHC_Not in labour
1631543,DZp1RH4PFh2,Referred from CHC,,INTEGER,1625604,hjBVFAUMU2J,Pregnant women status,1625606,QWEAElNZzwp,Not in labour, a297,Number of pregnant women referred from community health center (CHC) during the reporting month.(not In labour),Referred from CHC_Not in labour
1630757,gfNTKLFgIfi,PW referred from Private,PW referred from Private,INTEGER,1625604,hjBVFAUMU2J,Pregnant women status,1625606,QWEAElNZzwp,Not in labour, a298,Number of pregnant women referred from private facility during the reporting month.,PW referred from Private_Not in labour
1630758,sDsHBT0yvCS,"PW referred from Others (other public hospitals, AWW, ASHA etc.)","PW referred from Others (other public hospitals, AWW, ASHA etc.)",INTEGER,1625604,hjBVFAUMU2J,Pregnant women status,1625606,QWEAElNZzwp,Not in labour, a299,"Number of pregnant women referred from others public hospitals, AWW and ASHA during the reporting month.(not In labour)","PW referred from Others (other public hospitals, AWW, ASHA etc.)_Not in labour"
1630761,X34MgeDzNen,Admitted in the facility,Admitted in the facility,INTEGER,1625604,hjBVFAUMU2J,Pregnant women status,1625606,QWEAElNZzwp,Not in labour, a300,Number of pregnant women admitted in the facility during the reporting month.(not In labour),Admitted in the facility _Not in labour
1630763,KXGECOhzpcZ,Referred to higher facility,Referred to higher facility,INTEGER,1625830,YGnNzOSNNNi,Arrival,1625831,stVf2tgudgq,Women, a301,Number of pregnant women referred to higher facility against total arrived women (in labor & not in labour both) during the reporting month.,Referred to higher facility _Women
1630764,xBHvynNOCsk,Sent home healthy,Sent home healthy,INTEGER,1625830,YGnNzOSNNNi,Arrival,1625831,stVf2tgudgq,Women, a302,Number of pregnant women sent home healty against total arrived women (in labor & not in labour both) during the reporting month.,Sent home healthy_Women
1630765,gSLSk5aMMTY,Deaths at facility,Deaths at facility,INTEGER,1625830,YGnNzOSNNNi,Arrival,1625831,stVf2tgudgq,Women, a303,Number of pregnant women died against total arrived women (in labor & not in labour both) at the facility during the reporting month.,Deaths at facility_Women
1630773,IrhcoUwi4SJ,Facility based death reviews conducted,Facility based  death review conducted,INTEGER,1625830,YGnNzOSNNNi,Arrival,1625831,stVf2tgudgq,Women, a304,Number of facility based death review conducted by the end of the reporting month.,Facility based death reviews conducted_Women
1630763,KXGECOhzpcZ,Referred to higher facility,Referred to higher facility,INTEGER,1625830,YGnNzOSNNNi,Arrival,1625832,KI2IKQH3LsU,New born, a305,Number of newborns referred to higher facility during the reporting month.,Referred to higher facility _New born
1630764,xBHvynNOCsk,Sent home healthy,Sent home healthy,INTEGER,1625830,YGnNzOSNNNi,Arrival,1625832,KI2IKQH3LsU,New born, a306,Number of newborns sent home healthy during the reporting month.,Sent home healthy_New born
1630765,gSLSk5aMMTY,Deaths at facility,Deaths at facility,INTEGER,1625830,YGnNzOSNNNi,Arrival,1625832,KI2IKQH3LsU,New born, a307,Number of newborns died at facility during the reporting month.,Deaths at facility_New born
1630773,IrhcoUwi4SJ,Facility based death reviews conducted,Facility based  death review conducted,INTEGER,1625830,YGnNzOSNNNi,Arrival,1625832,KI2IKQH3LsU,New born, a308,Number of facility based death review conducted for by the end of the reporting month.,Facility based death reviews conducted_New born
1631041,OrMq254iPQ2,Still birth,Still birth,INTEGER,1625887,WehrRZnwPC1,Still birth,1625889,LeWpv23NQE0,Fresh, a309,Number of fresh still birth conducted in the facility during the reporting month. ,Still birth_Fresh
1631041,OrMq254iPQ2,Still birth,Still birth,INTEGER,1625887,WehrRZnwPC1,Still birth,1625888,ocOywnb7dim,Macerated, a310,Number of macerated still birth conducted in the facility during the reporting month. ,Still birth_Macerated
1631030,aK49zfcMceI,NB where delayed cord cutting procedure followed,Newborn where delayed cord cutting procedure followed,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a311,Number of newborns where delayed cord cutting procdure followed in the facility during the reporting month. ,NB where delayed cord cutting procedure followed _
1631031,PLycCJfBRRa,NB received skin to skin care immidiately after delivery,Newborn received skin to skin care immidiately after delivery,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a312,Number of newborn received skin to skin care immidiately after delivery in the facility during the reporting month. ,NB received skin to skin care immidiately after delivery_
1631033,qOsZZxXONmg,NB weighted at birth <1800 gram,Newborn weighted at birth less than 18 gram,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a313,Number of newborns weighted at birth less than 1800 gram in the facility during the reporting month. ,NB weighted at birth <1800 gram _
1631034,ofE1l4Y2mI6,LBW received KMC as per the guideline,LBW received KMC as per the guideline,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a314,Number of low birth weight newborns received Kangaroo monther care (KMC) in the facility by the end of the reporting month.,LBW received KMC as per the guideline _
823,ixBYYYjxXPP,Mothers paid JSY incentive,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a315,Number of cases where JSY incentive paid to Mother,Mothers paid JSY incentive_
824,iq79Esv2oDH,ASHAs paid JSY incentive,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a316,Number of cases where JSY incentive paid to ASHAs,ASHAs paid JSY incentive_
1630934,P1jiAwaE4Ns,On call for govt.,On call for Govt specialists,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a317,C-sections at FRUs conducted by  on call for Govt specialists 'Anaesthetists',On call for govt._
7361717,am1ES2i9eef,On call for govt  Gynaecologist,On call for Govt specialists Gynaecologist,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a318,C-sections at FRUs conducted by On call for Govt specialists Gynaecologists,On call for govt  Gynaecologist _
1630935,QI5GCLiX8yv,On call for pvt.,On call for Pvt. Specialists,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a319,C-sections at FRUs conducted by On call for  Pvt. specialists Anaesthetists,On call for pvt._
7361886,ULsT4S21EYe,On call for  Pvt Gynaecologist,On call for pvt specialists Gynaecologist,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a320,C-sections at FRUs conducted by On call for  Pvt. specialists Gynaecologists,On call for  Pvt Gynaecologist _
1630936,cQxSrweHBPb,C-sections at rural facility,Number of C-Section at Rural facilities (CHC-FRU/SDH) (> 5th C-section),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a321,Number of C-Section at rural facilities (SDH) (> 5th C-section),C-sections at rural facility_
1630937,DlgoGgwyGAP,C-sections at DCH facility,Number of C-Section at DWH/DCH ( >11% of same month during last year ),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a322,Number of C-Section at DWH/DCH ( >110% of same month during last year ),C-sections at DCH facility_
1630933,D34u4TLrOy7,CHC incentivised,BPHC/NFRU CHC (>5 deliveries),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a323,Number of deliveries which are to be incentivised from BPHC/NFRU CHC(>50 deliveries),CHC incentivised_
1630932,IzNxTGe3I5F,PHC incentivised,APHC/PHC (>16 deliveries),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a324,Number of deliveries which are to be incentivised  from  APHC/PHC (>15 deliveries),PHC incentivised_
1630931,LuOwSZ1gfNL,SC incentivised,SC (>5 deliveries),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a325,Number of deliveries which are to be incentivised from SC (>5 deliveries),SC incentivised_
1630810,ydiXGNAa9yC,Prolonged labour,Prolonged labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625671,TMKvLJaCbzy,Sent home healthy after discharge, a326,"Number of pregnant women, diagnosed with prolonged labour during delivery at facility, managed and sent home healthy during the reporting month.",Prolonged labour_Sent home healthy after discharge
1630810,ydiXGNAa9yC,Prolonged labour,Prolonged labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625669,Ma6EcI0fo9b,LAMA, a327,"Number of pregnant women, diagnosed with prolonged labour during delivery at facility, left the facility against medical advice during the reporting month.",Prolonged labour_LAMA
